YEAR,MO,DY,T2M,QV2M,PRECTOTCORR,WS10M_RANGE,PS
2020,9,13,16.8,9.16,0.02,4.38,101.83
2020,9,14,16.58,9.77,0.02,1.2,101.83
2020,9,15,19.24,11.72,0.06,1.88,101.48
2020,9,16,16.45,9.64,0.16,4.8,102.08
2020,9,17,14.17,7.2,0,3.26,102.57
2020,9,18,14.27,7.14,0,4.11,102.08
2020,9,19,15.63,8.54,0,3.67,101.54
2020,9,20,15.19,8.91,0.01,4.22,101.55
2020,9,21,15.55,8.79,0.03,2.88,101.3
2020,9,22,17.06,9.52,0.03,3.37,100.44
2020,9,23,15.15,9.4,4.33,4.3,99.52
2020,9,24,11.3,6.77,6.85,8.23,99.14
2020,9,25,10.47,6.71,25.61,14.7,99.26
2020,9,26,10.46,6.65,8.55,2.96,100.26
2020,9,27,12.41,7.81,3.87,5.69,100.54
2020,9,28,11.7,7.32,1.1,4.54,100.79
2020,9,29,12.58,8.42,2.35,1.75,101.03
2020,9,30,13.44,8.67,8.93,7.47,100.35
2020,10,1,11.8,7.63,6.99,6.74,99.24
2020,10,2,12.8,8.06,9.96,7.29,98.82
2020,10,3,13.51,9.09,15.18,4.2,98.24
2020,10,4,9.61,6.96,9.35,7.92,97.86
2020,10,5,11.56,7.69,5.41,6.49,98.83
2020,10,6,11.19,7.63,9.59,6.27,99.19
2020,10,7,10.81,6.59,1.54,5.5,100.61
2020,10,8,12.45,8.18,13.73,8.3,100.59
2020,10,9,8.9,6.04,1.74,5.59,101.29
2020,10,10,7.65,5.92,3.24,4.81,101.56
2020,10,11,8.65,6.23,0.96,4.7,101.93
2020,10,12,9.01,6.35,2.4,3.77,101.39
2020,10,13,8.73,6.35,3.37,3.82,100.72
2020,10,14,10.43,6.41,1.57,2.6,101.78
2020,10,15,10.01,5.92,0.53,4.1,102.02
2020,10,16,9.88,6.16,0.34,2.39,102.04
2020,10,17,9.76,6.65,1.59,1.12,101.81
2020,10,18,8.83,6.1,0.62,3.12,101.88
2020,10,19,9.44,6.23,0.03,5.19,101.16
2020,10,20,13.37,8.67,2.26,2.52,99.84
2020,10,21,13.48,9.34,21.18,6.07,99.24
2020,10,22,11.67,7.39,0.22,6.97,100.29
2020,10,23,10.53,7.32,1.32,5.9,100.36
2020,10,24,11.48,8,8.85,9.05,99.7
2020,10,25,9.9,6.77,1.34,2.47,99.2
2020,10,26,8.54,6.35,1.86,2.95,99.22
2020,10,27,8.37,6.53,5.71,5.5,99.32
2020,10,28,8.52,6.29,1.63,2.25,99.69
2020,10,29,9.24,7.02,4.89,3.2,100.6
2020,10,30,13.41,9.09,2.47,6.02,101.02
2020,10,31,11.87,7.87,2.93,8,100.7
2020,11,1,13.06,8.54,1.85,8.55,99.74
2020,11,2,13.3,7.87,0.97,5.2,99.84
2020,11,3,6.26,5.31,3.4,6.59,101.3
2020,11,4,5.93,5.07,0.14,3.45,102.84
2020,11,5,4.87,5.25,0.06,1.59,103.4
2020,11,6,7.19,5.62,0,4.37,102.66
2020,11,7,8.17,6.9,0.18,1.33,101.75
2020,11,8,10.96,8.12,0.53,1.93,101.51
2020,11,9,11.94,8.48,1.91,2.11,101.63
2020,11,10,10.8,7.81,1.64,1.66,101.91
2020,11,11,9.97,7.32,0.79,7.48,101.42
2020,11,12,9.27,6.41,3.34,6.74,100.79
2020,11,13,9.68,6.53,2.71,6.05,100.74
2020,11,14,11.01,7.81,4.52,7.94,100.34
2020,11,15,10.8,7.32,12.24,4.97,99.13
2020,11,16,8.41,6.16,0.92,4.02,100.53
2020,11,17,11.5,7.87,0.23,2.33,101.41
2020,11,18,10.98,7.26,0.61,3.71,101.07
2020,11,19,5.68,4.82,1.02,6.83,101.92
2020,11,20,4.31,4.82,0.77,5.02,102.72
2020,11,21,9.52,6.77,0.48,2.95,101.98
2020,11,22,5.98,5.49,0.16,2.6,102.11
2020,11,23,4.28,4.94,0.1,3.63,102.19
2020,11,24,8.76,6.53,0.25,2.07,101.27
2020,11,25,8.65,6.71,0.75,3.47,100.89
2020,11,26,4.8,5.25,0.14,1.99,101.68
2020,11,27,5.57,5.19,0.18,1.59,101.54
2020,11,28,7.25,6.29,0.06,2.14,101.6
2020,11,29,6.27,5.86,0.49,2.91,102.2
2020,11,30,6.46,5.68,2.99,5.6,101.7
2020,12,1,6.12,4.94,0.72,5.78,101.89
2020,12,2,3.07,4.52,1.21,2.65,101.18
2020,12,3,4.41,5.19,13.9,5.62,98.5
2020,12,4,3.65,4.88,14.92,8.51,97.19
2020,12,5,3.41,4.46,0.85,4.01,98.97
2020,12,6,3.21,4.33,0.21,1.75,99.75
2020,12,7,1.3,4.09,0.28,2.59,99.41
2020,12,8,-0.45,3.6,0.61,2.95,99.92
2020,12,9,3.2,4.7,1.9,3.25,100.07
2020,12,10,4.65,4.88,0.29,3.87,99.71
2020,12,11,6.67,6.04,7.25,7.17,98.37
2020,12,12,6.58,5.98,1.95,3.99,99.29
2020,12,13,6.01,5.62,3.21,7.23,99.84
2020,12,14,9.65,7.14,5.21,4.29,99.5
2020,12,15,6.9,6.1,0.16,2.67,100.19
2020,12,16,7.8,6.29,4.17,4.93,100.43
2020,12,17,6.9,5.98,0.13,3.45,100.89
2020,12,18,9.37,6.84,0.39,2.65,100.64
2020,12,19,9.03,6.84,1.14,2.46,100.1
2020,12,20,6.68,5.86,0.38,1.38,100.74
2020,12,21,8.93,6.96,11.36,6.31,100.16
2020,12,22,7.75,6.35,5.71,7.63,100.56
2020,12,23,8.35,6.77,27.82,9.48,100.11
2020,12,24,4.65,4.76,5.48,2.8,101.42
2020,12,25,2.14,4.09,0.89,2.39,102.39
2020,12,26,4.58,5.13,1.47,9.7,100.79
2020,12,27,4.85,5.25,10.26,13.95,97.1
2020,12,28,2.79,4.64,1.89,3.9,97.03
2020,12,29,2.72,4.52,1.53,3.94,98.44
2020,12,30,1.55,4.15,0.33,3.16,99.68
2020,12,31,0,3.66,0.29,1.49,100.05
2021,1,1,1.87,4.27,1.82,1.76,100.6
2021,1,2,2.67,4.39,0.77,2.65,101.08
2021,1,3,3.35,4.39,1.25,3.3,101.41
2021,1,4,3.44,4.21,1.55,3.3,101.69
2021,1,5,3.27,4.33,4.73,1.08,101.69
2021,1,6,2.57,4.09,1.24,2.03,101.54
2021,1,7,0.54,3.72,0.64,2.29,101.26
2021,1,8,0.1,3.66,0.74,3.02,101.43
2021,1,9,0.42,3.6,0.03,2.69,102.15
2021,1,10,0.02,3.66,0.39,1.78,101.98
2021,1,11,4.28,4.94,4.33,4.52,100.97
2021,1,12,4.41,4.82,4.19,6.67,100.77
2021,1,13,1.01,3.91,3.5,3.72,101.32
2021,1,14,1.12,3.85,24.31,6.68,101.46
2021,1,15,1.15,3.3,0.19,2.85,102.51
2021,1,16,1.12,3.91,7.61,6.91,101.49
2021,1,17,2.61,4.33,0.11,3.03,101.66
2021,1,18,2.55,4.39,3.99,4.63,101.44
2021,1,19,8.8,6.65,9.25,5.61,99.66
2021,1,20,9.23,6.84,2.13,3.56,98.24
2021,1,21,4.67,4.76,1.51,9.52,97.76
2021,1,22,2.19,4.15,0.29,4.27,98.62
2021,1,23,0.47,3.78,1.59,2.3,98.98
2021,1,24,-0.63,3.42,0.56,3.05,99.35
2021,1,25,0.3,3.66,0.15,4.12,100.28
2021,1,26,0.44,3.72,2.54,4.12,101.06
2021,1,27,4.9,5.31,1.26,5.53,100.58
2021,1,28,5.33,5.49,21.21,5.8,99.65
2021,1,29,7.37,6.04,7.99,7.88,99.14
2021,1,30,2.31,3.72,0.63,5.62,99.73
2021,1,31,1.03,3.3,0.07,3.38,99.56
2021,2,1,1.8,3.91,0.75,2.98,99.28
2021,2,2,5.09,5.49,9.14,6.59,99.07
2021,2,3,6.97,6.1,2.29,4.76,99.12
2021,2,4,5.97,5.49,2.64,3.45,100.5
2021,2,5,6.31,5.68,1.18,4.18,100.48
2021,2,6,4.55,5.07,6.57,8.05,100.41
2021,2,7,-0.49,2.87,4.48,2.53,100.13
2021,2,8,-1.34,2.75,2.62,5.45,100.07
2021,2,9,-0.88,2.93,1.32,2.06,100.44
2021,2,10,-1.24,2.75,0.37,3.26,101.25
2021,2,11,-1.96,2.62,0.06,2.36,102.43
2021,2,12,-2.1,2.38,0.05,4.84,102.88
2021,2,13,-1.38,2.26,0,2.84,103.05
2021,2,14,0.33,2.93,1.49,2.52,102.31
2021,2,15,4.04,5,7.39,5.39,101.4
2021,2,16,6.33,5.8,4.28,3.45,100.52
2021,2,17,8.26,6.41,3.1,3.98,100.5
2021,2,18,6.06,5.43,1.57,4.76,99.91
2021,2,19,5.98,5.49,0.35,4.98,100.39
2021,2,20,9.21,6.53,0.06,2.36,99.99
2021,2,21,10.17,6.96,0.12,5.3,100.5
2021,2,22,8.99,6.77,0.36,5.79,101.06
2021,2,23,8.76,5.92,0.07,8.09,101.84
2021,2,24,10.49,6.59,0.01,2.77,101.79
2021,2,25,8.52,5.98,0.47,4.23,102.17
2021,2,26,4.88,4.52,0.01,2.93,103.21
2021,2,27,4.94,4.88,0,1.41,103.66
2021,2,28,4.62,4.88,0.16,2.98,103.38
2021,3,1,3.96,4.7,0.62,1.94,102.96
2021,3,2,4.83,5,0.26,3.06,102.65
2021,3,3,3.7,4.58,0.99,1.12,102.39
2021,3,4,3.76,4.27,1.8,4.71,102.07
2021,3,5,2.23,3.48,0.1,3.55,102.78
2021,3,6,2.32,3.36,0.12,1.77,102.99
2021,3,7,2.48,3.17,0.05,1.62,102.29
2021,3,8,3.01,4.39,4.12,2.75,101.82
2021,3,9,5.79,5.07,0.45,4.8,101.42
2021,3,10,5.89,5.43,11.64,8.6,100.11
2021,3,11,8.2,5.55,2.27,8.21,98.78
2021,3,12,5.68,4.82,2.22,5.41,99.44
2021,3,13,5.67,4.82,2.93,7.45,98.73
2021,3,14,6.03,5,2.23,4,100.49
2021,3,15,6.02,4.88,0.07,5.45,101.45
2021,3,16,6.33,5.49,5.99,9.5,102.12
2021,3,17,6.08,5.13,0.85,6.31,102.68
2021,3,18,5.66,5.19,5.61,5.82,102.28
2021,3,19,4.95,4.52,0.07,2.89,102.43
2021,3,20,6.3,5.31,0.19,3.07,102.57
2021,3,21,6.48,4.94,0.23,6.78,102.37
2021,3,22,5.27,4.76,0.02,2.74,102.13
2021,3,23,6.62,5.25,0.13,4.61,101.88
2021,3,24,6.77,5.62,0.32,3.55,101.55
2021,3,25,7.61,5.62,0.45,3.98,101.27
2021,3,26,8.2,5.98,4.69,8.63,100.5
2021,3,27,6.12,4.52,0.88,6.02,101.36
2021,3,28,9.12,6.29,0.33,3.95,101.6
2021,3,29,11.4,7.26,0.07,5.48,102.07
2021,3,30,10.69,6.16,0.01,2.26,102.36
2021,3,31,12.94,7.26,0,2.78,101.66
2021,4,1,6.84,5.19,0.01,5.45,102.21
2021,4,2,5.56,4.39,0.1,4.15,102.61
2021,4,3,5.5,4.27,0.12,5.02,102.75
2021,4,4,7.19,5.07,0.05,5.27,101.93
2021,4,5,3.73,3.48,0.35,4.67,101.2
2021,4,6,0.98,3.23,0.98,4.03,101.38
2021,4,7,1.39,3.05,0.06,5.78,101.73
2021,4,8,5.63,4.7,0.26,5.66,101.5
2021,4,9,6.41,5.19,3.21,4.05,100.85
2021,4,10,4.27,3.91,0.36,4.33,101.06
2021,4,11,3.11,3.6,0.57,3.64,101.45
2021,4,12,3.48,3.42,0.18,3.39,102.38
2021,4,13,4.47,3.48,0.01,1.84,102.81
2021,4,14,4.54,3.66,0.04,4.62,102.92
2021,4,15,3.8,4.15,1.42,3.88,102.91
2021,4,16,4.47,3.91,0.01,2.21,102.75
2021,4,17,4.83,3.97,0,2.64,102.52
2021,4,18,5.9,4.52,0.01,2.01,102.1
2021,4,19,8.13,5.37,0.07,2.45,101.77
2021,4,20,9.62,5.86,0.12,1.34,101.44
2021,4,21,6.83,4.94,0.02,5.87,101.83
2021,4,22,5.65,3.97,0,0.89,102.4
2021,4,23,7.03,4.52,0,2.7,102.59
2021,4,24,6.9,4.88,0,3.3,102.56
2021,4,25,5.62,4.39,0.06,3.37,102.54
2021,4,26,4.83,4.09,0,2.26,101.8
2021,4,27,7.29,4.88,0.01,2.44,100.7
2021,4,28,7.87,4.94,0.01,4.45,100.34
2021,4,29,6.24,4.27,0.06,4.23,100.67
2021,4,30,5.98,4.76,1.64,1.45,101.06
2021,5,1,6.46,4.76,0.73,2.23,101.24
2021,5,2,6.94,4.76,0.27,2.51,101.54
2021,5,3,8.18,5.49,9.08,11.06,100.6
2021,5,4,7.96,5.43,4.55,8.27,99.15
2021,5,5,6.39,4.52,1.41,6.57,100.23
2021,5,6,5.19,4.33,2.39,2.55,100.2
2021,5,7,7.01,4.82,0.31,2.91,100.98
2021,5,8,10.34,7.2,14.36,7.73,100.12
2021,5,9,13.98,8.48,1.94,4.89,99.31
2021,5,10,12.65,7.2,5.58,8.66,99.63
2021,5,11,11.26,6.77,0.89,3.07,100.39
2021,5,12,11.15,6.41,0.27,3.15,100.48
2021,5,13,10.57,6.65,1.84,2.76,100.39
2021,5,14,9.48,6.16,2.04,2.33,100.48
2021,5,15,9.35,6.59,2.88,3.6,99.76
2021,5,16,10.63,6.96,3.42,2.44,99.39
2021,5,17,10.4,6.77,3.78,3.3,99.99
2021,5,18,10.12,6.35,1.8,2.38,100.82
2021,5,19,11.01,6.59,2.69,2.62,101.27
2021,5,20,10.38,6.59,2.02,10.32,100.79
2021,5,21,10.59,6.71,9.77,3.96,98.97
2021,5,22,10.28,6.71,5.4,7.31,99.72
2021,5,23,9.28,5.92,3.11,7.8,100.35
2021,5,24,10.52,6.47,2.63,8.88,99.91
2021,5,25,9.94,6.29,3.5,4.3,100.67
2021,5,26,10.48,6.53,0.96,4.44,100.89
2021,5,27,11.7,6.65,0.02,2.16,101.64
2021,5,28,11.48,6.84,0.03,1.98,102.03
2021,5,29,11.73,6.84,0.01,2.52,102.41
2021,5,30,10.64,6.41,0.01,2.45,102.44
2021,5,31,13.08,7.26,0.01,2.01,101.87
2021,6,1,14.99,7.93,0.01,2.51,101.31
2021,6,2,15.32,8.67,0.14,3.94,101.08
2021,6,3,18.23,10.38,0.21,3.58,101.35
2021,6,4,15.27,9.34,3.09,2.43,101.83
2021,6,5,14.67,8.06,0.23,2.2,102
2021,6,6,15.79,8.48,0.09,1.32,102.05
2021,6,7,15.98,8.42,0.04,1.63,102
2021,6,8,17.51,9.16,0.01,1.45,101.87
2021,6,9,17.98,9.16,0.01,1.23,101.66
2021,6,10,19.13,11.41,0.29,1.85,101.54
2021,6,11,19.13,11.17,0.14,4.26,101.41
2021,6,12,16.74,8.67,0,4.56,101.87
2021,6,13,17.57,9.58,0.01,2.9,102.19
2021,6,14,18.04,10.13,0.56,3.77,101.65
2021,6,15,16.3,8.42,0.01,4.58,101.69
2021,6,16,18.99,10.93,2.41,3.76,100.82
2021,6,17,17.83,11.41,8.31,4.12,100.68
2021,6,18,14.82,9.83,37.51,4.66,100.82
2021,6,19,13.58,8.3,6.94,3.3,100.98
2021,6,20,13.13,8.48,7.62,2.15,100.54
2021,6,21,12.23,7.2,0.39,3.81,101
2021,6,22,12.65,6.59,0.07,4.86,101.68
2021,6,23,13.01,6.53,0,0.89,101.95
2021,6,24,15.44,7.93,0.29,2.77,101.67
2021,6,25,16.73,10.07,7.07,3.75,101.11
2021,6,26,15.99,9.58,1.17,3.01,101.48
2021,6,27,16.33,9.95,1.19,2.64,101.29
2021,6,28,15.08,9.7,4.27,3.01,101.12
2021,6,29,14.56,8.79,0.46,2.81,101.1
2021,6,30,13.11,8.3,3.12,2.62,101.22
2021,7,1,14.22,8.67,0.79,3.32,101.31
2021,7,2,16.43,9.22,0.14,4.27,101.24
2021,7,3,17.91,11.05,4.49,2.55,100.77
2021,7,4,16.54,10.31,1.89,2.15,100.38
2021,7,5,16.64,9.03,6.12,1.96,100.06
2021,7,6,16.39,9.46,3.83,3.8,99.51
2021,7,7,16.52,9.7,4.27,2.34,100.71
2021,7,8,17.19,9.64,1.19,3.34,101.48
2021,7,9,18.14,10.07,1.35,2.77,101.63
2021,7,10,16.54,9.83,1.35,1.39,101.24
2021,7,11,16.35,9.52,0.43,3.08,101.16
2021,7,12,16.83,10.13,2.02,2.57,100.77
2021,7,13,17.14,9.95,0.11,3.88,101.03
2021,7,14,16.85,10.07,0.51,4.41,101.28
2021,7,15,16.82,9.89,0.19,3.96,101.75
2021,7,16,16.07,8.54,0,3.6,102.25
2021,7,17,19.1,10.13,0.02,3.22,102.39
2021,7,18,20.74,11.54,0.01,1.27,102.07
2021,7,19,19.08,11.11,0.18,3.09,101.82
2021,7,20,18.94,10.86,0.94,1.76,101.73
2021,7,21,19.44,10.8,0.04,1.58,101.95
2021,7,22,18.4,10.44,0,1.8,101.95
2021,7,23,16.55,9.83,1.29,4.55,101.41
2021,7,24,17.08,10.5,6.12,4.32,100.61
2021,7,25,17.99,11.29,1.91,2.1,100.42
2021,7,26,18.18,10.93,1.72,4.05,100.58
2021,7,27,17.82,11.05,3.78,2.23,100.38
2021,7,28,16.75,9.77,3.28,4.09,100.1
2021,7,29,16.05,8.3,0.07,6.02,100.38
2021,7,30,16.22,9.83,5.68,6.77,99.84
2021,7,31,16.44,9.77,3.44,5.11,100.32
2021,8,1,14.96,8.91,3.36,2.07,100.69
2021,8,2,15.02,7.69,0.12,2.32,101.08
2021,8,3,15.69,8,0.14,2,100.99
2021,8,4,15.97,8.67,0.01,2.09,100.95
2021,8,5,16.91,9.89,5.29,5.52,100.14
2021,8,6,17.6,10.25,3.8,4.67,99.34
2021,8,7,15.7,9.77,7.39,3.79,99.34
2021,8,8,15.9,9.52,3.68,4.82,99.95
2021,8,9,15.95,9.22,1.98,2.55,100.69
2021,8,10,17.03,9.64,1.04,2.8,101.05
2021,8,11,18.51,10.25,0.06,3.69,101.31
2021,8,12,18.08,10.86,0.83,3.38,101.33
2021,8,13,17.53,9.83,0.15,4.24,101.52
2021,8,14,18.09,10.5,0.32,4.3,101.46
2021,8,15,18.4,10.44,0.3,3.87,100.76
2021,8,16,15.1,8.24,0.21,6.02,101.06
2021,8,17,14.83,9.34,3.03,4.54,101.3
2021,8,18,16.99,9.77,0.22,2.98,101.06
2021,8,19,16.31,9.7,1,2.62,100.9
2021,8,20,18.26,10.07,0.39,3.29,101.09
2021,8,21,17.27,10.5,3.43,2.5,101.17
2021,8,22,16.78,10.38,2.59,5.29,101.42
2021,8,23,16.03,9.09,0.07,3.1,102.39
2021,8,24,16,8.79,0.06,3.36,102.62
2021,8,25,15.84,9.4,0.43,3.26,102.12
2021,8,26,15.01,8.67,0.59,4.37,101.67
2021,8,27,15.58,8.36,0.21,3.01,101.88
2021,8,28,15.58,9.09,0.86,5.38,102.14
2021,8,29,14.8,8.67,0.22,5.05,102.07
2021,8,30,15.89,9.03,0.16,2.75,102.14
2021,8,31,15.75,8.97,0.43,2.75,102.5
2021,9,1,15.38,8.97,0.71,2.87,102.65
2021,9,2,15.32,8.73,0.32,3.1,102.42
2021,9,3,15.75,8.91,0.19,2.7,101.85
2021,9,4,15.51,9.09,0.22,2.34,101.58
2021,9,5,16.81,10.07,0,2.34,101.76
2021,9,6,18.64,10.68,0.03,1.96,101.92
2021,9,7,19.19,11.11,0.01,1.87,101.73
2021,9,8,19.24,11.05,0,2.09,101.01
2021,9,9,19.08,11.9,5.62,4.61,100.38
2021,9,10,18.6,11.47,2.17,2.23,100.58
2021,9,11,18.07,10.8,0.58,3.55,101.06
2021,9,12,15.3,8.61,0.02,2.14,101.47
2021,9,13,14.91,8.91,0.04,2.38,101.45
2021,9,14,16.59,11.05,10.01,4.23,100.8
2021,9,15,15.65,9.4,0.54,5.41,100.9
2021,9,16,16.3,9.46,0.1,2.11,101.25
2021,9,17,16.26,9.58,0.2,2.09,101.04
2021,9,18,17.64,10.5,0.33,2.77,101.04
2021,9,19,17.37,10.93,4.48,2.13,101.01
2021,9,20,15.99,9.34,1.87,3.19,101.82
2021,9,21,14.92,8.54,0.09,3.41,102.52
2021,9,22,14.39,8.3,0.04,2.66,102.19
2021,9,23,15.22,8.79,0.07,5.92,101.39
2021,9,24,16.26,9.77,0.09,3.75,101.01
2021,9,25,17.6,11.29,0.44,2.53,100.94
2021,9,26,17.3,10.62,0.31,4.6,100.72
2021,9,27,14.84,8.61,3.79,9.07,100.6
2021,9,28,12.9,8.06,10.96,5.27,101.14
2021,9,29,10.76,6.47,4.27,4.48,101.27
2021,9,30,11.34,7.26,1.55,6.04,101.43
2021,10,1,13.33,8.3,4.72,6.77,100.47
2021,10,2,11.71,8.12,13.21,10.78,99.43
2021,10,3,12.15,7.26,3.32,6.66,99.24
2021,10,4,12.41,7.75,2.37,2.94,100.37
2021,10,5,12.65,7.69,13.28,4.86,99.55
2021,10,6,10.75,6.9,3.76,11.45,101.15
2021,10,7,13.13,8.61,0.44,2.38,102.19
2021,10,8,14.8,9.46,0.48,1.56,102.56
2021,10,9,13.88,8.54,0.05,1.73,102.45
2021,10,10,11.84,8.12,0.66,5.52,102.45
2021,10,11,10.62,6.65,0.15,2.91,102.47
2021,10,12,9.92,6.71,0.82,3.88,102.03
2021,10,13,10.15,7.02,0.35,2.27,102.24
2021,10,14,11.94,7.45,0.02,4.49,101.74
2021,10,15,10.22,6.1,0.79,5.88,101.61
2021,10,16,9.73,6.53,0.07,4.12,101.61
2021,10,17,11.96,7.75,0.16,4.07,101.29
2021,10,18,12.56,8.73,2.85,3.59,101.18
2021,10,19,16.52,10.56,3.68,7.16,100.59
2021,10,20,14.73,9.22,33.06,8.7,99.28
2021,10,21,7.6,5.31,7.59,6.12,100.08
2021,10,22,7.59,5.8,1.25,7.14,101.4
2021,10,23,9.26,6.23,0.16,3.76,102
2021,10,24,11.33,6.84,0.23,3.21,101.37
2021,10,25,10.83,7.39,0.57,3.14,100.99
2021,10,26,11.37,7.51,0.11,3.89,101.23
2021,10,27,13.58,8.54,0.18,3.74,101.21
2021,10,28,12.66,8.06,0.09,2.41,100.43
2021,10,29,11.92,7.81,0.56,8.53,99.47
2021,10,30,10.68,7.51,2.92,5.23,99.29
2021,10,31,10.59,7.14,8.42,9.45,98.87
2021,11,1,8.81,5.98,0.14,8.02,98.84
2021,11,2,5.96,5.43,0.55,2.07,99.42
2021,11,3,6.37,5.86,3.91,4.33,99.88
2021,11,4,7.63,5.8,2.04,4.08,100.82
2021,11,5,5.94,5.19,0.24,1.95,102.01
2021,11,6,9.01,6.59,1.09,5.59,101.72
2021,11,7,8.1,5.68,0.03,5.89,101.4
2021,11,8,6.58,5.49,0.08,3.02,101.78
2021,11,9,10.15,7.2,0.42,2.86,101.78
2021,11,10,9.79,7.2,0.72,3.52,101.82
2021,11,11,10.7,7.63,0.63,3.87,101.79
2021,11,12,10.54,7.45,1.49,3.22,100.61
2021,11,13,10.14,7.32,1.58,2.47,100.89
2021,11,14,10.33,7.45,1.06,3.24,101.92
2021,11,15,8.84,6.41,0.13,1.6,102.24
2021,11,16,8.09,6.16,0.21,4.68,101.74
2021,11,17,7.15,5.8,0.2,2.84,101.78
2021,11,18,7.91,6.35,0.14,2.45,102.21
2021,11,19,9.19,6.84,0.19,3.06,102.49
2021,11,20,8.58,6.29,0.37,2.75,101.77
2021,11,21,6.16,5.13,0.62,3.45,101.4
2021,11,22,5.93,4.88,0.09,3.86,102.53
2021,11,23,4.97,5.19,0.24,1.83,102.69
2021,11,24,3.67,4.82,0.42,1.78,101.66
2021,11,25,4.1,4.76,0.58,4.09,101
2021,11,26,3.23,4.64,4.83,4.45,98.76
2021,11,27,3.94,4.76,5.79,8.16,98.68
2021,11,28,2.69,4.27,4.17,3.87,99.93
2021,11,29,1.27,4.03,0.71,4.51,100.7
2021,11,30,7.86,6.41,2.16,4.49,100.14
2021,12,1,6.5,5.68,3.79,5.44,99.04
2021,12,2,2.06,4.09,1.81,4.41,100.38
2021,12,3,2.79,4.58,2.1,6.55,99.85
2021,12,4,3.98,4.76,3.15,7.19,99.01
2021,12,5,4.91,5.07,3.16,5.27,99.88
2021,12,6,3.14,4.64,9.97,6.18,100.31
2021,12,7,3.14,4.64,5.62,10.4,99.23
2021,12,8,4.4,4.7,0.16,2.91,98.48
2021,12,9,4.19,4.94,7.44,4.55,99.29
2021,12,10,3.64,4.76,12.81,7.6,99.17
2021,12,11,3.54,4.76,4.09,4.35,100.95
2021,12,12,9.74,7.2,1.7,2.38,101.36
2021,12,13,9.44,6.96,0.24,2.84,101.8
2021,12,14,9.12,6.9,0.52,1.8,102.07
2021,12,15,8.48,6.59,0.22,2.97,102.51
2021,12,16,6.33,5.86,0.19,2.56,103.32
2021,12,17,7.27,6.04,0.65,2.04,103.68
2021,12,18,7.09,5.92,0.57,2.62,103.57
2021,12,19,4.9,5.13,0.86,3.48,102.99
2021,12,20,4.65,4.58,0.46,1.64,102.47
2021,12,21,3.08,4.03,0.21,2.09,102.15
2021,12,22,0.79,3.78,0,2.23,101.56
2021,12,23,5.16,5.43,1.72,2.67,100.25
2021,12,24,6.56,5.92,2.73,5.77,100
2021,12,25,3.14,3.85,3.04,2.69,100.24
2021,12,26,4.1,5,10.8,4.45,99.79
2021,12,27,7.15,6.35,2.81,4.63,98.92
2021,12,28,7.88,6.53,1.92,4.72,98.57
2021,12,29,8.15,6.65,2.61,7.46,99.83
2021,12,30,12.05,8.3,0.22,3.48,100.59
2021,12,31,11.52,7.93,0.22,4.87,101.03
2022,1,1,10.4,7.45,0.28,3.8,101.19
2022,1,2,10.24,7.2,4.25,2.48,100.37
2022,1,3,7.86,6.16,0.09,3.91,100.07
2022,1,4,3.41,4.64,2.72,3.48,99.5
2022,1,5,1.56,3.97,0.37,4.48,100.6
2022,1,6,1.42,3.97,1.6,6.17,101.05
2022,1,7,2.4,4.27,0.64,3.12,100.33
2022,1,8,3.9,5,10.94,4.25,99.42
2022,1,9,2.37,4.46,0.26,5.12,99.63
2022,1,10,3.8,4.76,0.15,4.09,101.45
2022,1,11,5.88,5.62,3.6,4.23,102.55
2022,1,12,3.46,4.64,0.12,1.8,103.56
2022,1,13,3.82,4.76,0.13,2.2,103.56
2022,1,14,4.17,4.76,0.35,3.97,103.11
2022,1,15,4.38,4.94,0.29,3.31,102.1
2022,1,16,4.09,4.88,0.1,3.31,102.12
2022,1,17,2.94,4.58,0.02,3.44,103.18
2022,1,18,2.3,4.33,0.12,2.23,103.21
2022,1,19,4.01,4.76,0.42,3.92,102.12
2022,1,20,2.99,4.09,0.37,2.95,102.93
2022,1,21,1.91,4.03,0.06,1.91,103.24
2022,1,22,3.19,4.46,0.22,2.52,103.16
2022,1,23,2.89,4.46,0.31,1.05,103.05
2022,1,24,2.36,3.97,0.11,2.4,102.98
2022,1,25,0.6,3.72,0.32,3.95,102.96
2022,1,26,1.9,4.15,0.13,4.89,102.6
2022,1,27,5.51,5.19,0.06,4.42,102.16
2022,1,28,4.72,4.94,0.11,3.79,102.74
2022,1,29,8.5,5.98,0.09,7.86,102.01
2022,1,30,3.54,4.21,0.44,9.24,102.31
2022,1,31,4.16,3.97,0.05,9.09,101.45
2022,2,1,7.63,5.62,2.3,6.2,101.28
2022,2,2,8.68,6.41,0.9,4.56,101.51
2022,2,3,6.97,5.8,0.44,3.73,100.77
2022,2,4,5.04,4.82,5.22,3.05,100.37
2022,2,5,4.83,4.82,2.02,6.91,100.97
2022,2,6,7.44,5.49,5.04,3.59,99.86
2022,2,7,4.71,4.52,0.09,3.98,101.76
2022,2,8,9.15,6.53,0.14,1.75,101.91
2022,2,9,7.91,6.1,0.76,6.95,101.73
2022,2,10,4.1,4.27,0.68,5.55,101.64
2022,2,11,2.52,3.72,0.02,5.77,102.6
2022,2,12,4.31,4.21,0.03,6.82,101.61
2022,2,13,6.71,5.55,5.86,4.46,99.69
